-0.0038600496 0.133333
-0.0038599496 0.133333
-0.0038598496 0.133333
-0.0038597496 0.133333
-0.0038596496 0.133333
-0.0038595496 0.133333
-0.0038594496 0.2
-0.0038593496 0.133333
-0.0038592496 0.133333
-0.0038591496 0.133333
-0.0038590496 0.2
-0.0038589496 0.2
-0.0038588496 0.2
-0.0038587496 0.2
-0.0038586496 0.133333
-0.0038585496 0.133333
-0.0038584496 0.133333
-0.0038583496 0.133333
-0.0038582496 0.2
-0.0038581496 0.133333
-0.0038580496 0.133333
-0.0038579496 0.133333
-0.0038578496 0.133333
-0.0038577496 0.2
-0.0038576496 0.133333
-0.0038575496 0.133333
-0.0038574496 0.133333
-0.0038573496 0.133333
-0.0038572496 0.133333
-0.0038571496 0.133333
-0.0038570496 0.133333
-0.0038569496 0.133333
-0.0038568496 0.2
-0.0038567496 0.133333
-0.0038566496 0.133333
-0.0038565496 0.133333
-0.0038564496 0.2
-0.0038563496 0.2
-0.0038562496 0.133333
-0.0038561496 0.133333
-0.0038560496 0.133333
-0.0038559496 0.133333
-0.0038558496 0.133333
-0.0038557496 0.133333
-0.0038556496 0.2
-0.0038555496 0.133333
-0.0038554496 0.133333
-0.0038553496 0.133333
-0.0038552496 0.133333
-0.0038551496 0.133333
-0.0038550496 0.133333
-0.0038549496 0.133333
-0.0038548496 0.133333
-0.0038547496 0.133333
-0.0038546496 0.133333
-0.0038545496 0.133333
-0.0038544496 0.133333
-0.0038543496 0.133333
-0.0038542496 0.133333
-0.0038541496 0.133333
-0.0038540496 0.133333
-0.0038539496 0.133333
-0.0038538496 0.133333
-0.0038537496 0.133333
-0.0038536496 0.133333
-0.0038535496 0.2
-0.0038534496 0.133333
-0.0038533496 0.2
-0.0038532496 0.133333
-0.0038531496 0.133333
-0.0038530496 0.133333
-0.0038529496 0.133333
-0.0038528496 0.2
-0.0038527496 0.2
-0.0038526496 0.133333
-0.0038525496 0.2
-0.0038524496 0.133333
-0.0038523496 0.2
-0.0038522496 0.2
-0.0038521496 0.133333
-0.0038520496 0.2
-0.0038519496 0.133333
-0.0038518496 0.133333
-0.0038517496 0.133333
-0.0038516496 0.133333
-0.0038515496 0.133333
-0.0038514496 0.2
-0.0038513496 0.133333
-0.0038512496 0.133333
-0.0038511496 0.133333
-0.0038510496 0.133333
-0.0038509496 0.133333
-0.0038508496 0.133333
-0.0038507496 0.133333
-0.0038506496 0.133333
-0.0038505496 0.2
-0.0038504496 0.133333
-0.0038503496 0.133333
-0.0038502496 0.133333
-0.0038501496 0.133333
-0.0038500496 0.133333
-0.0038499496 0.2
-0.0038498496 0.133333
-0.0038497496 0.133333
-0.0038496496 0.133333
-0.0038495496 0.133333
-0.0038494496 0.2
-0.0038493496 0.133333
-0.0038492496 0.133333
-0.0038491496 0.133333
-0.0038490496 0.133333
-0.0038489496 0.2
-0.0038488496 0.133333
-0.0038487496 0.133333
-0.0038486496 0.133333
-0.0038485496 0.2
-0.0038484496 0.133333
-0.0038483496 0.2
-0.0038482496 0.2
-0.0038481496 0.133333
-0.0038480496 0.133333
-0.0038479496 0.2
-0.0038478496 0.133333
-0.0038477496 0.133333
-0.0038476496 0.133333
-0.0038475496 0.133333
-0.0038474496 0.133333
-0.0038473496 0.133333
-0.0038472496 0.133333
-0.0038471496 0.133333
-0.0038470496 0.2
-0.0038469496 0.133333
-0.0038468496 0.133333
-0.0038467496 0.2
-0.0038466496 0.2
-0.0038465496 0.133333
-0.0038464496 0.133333
-0.0038463496 0.133333
-0.0038462496 0.133333
-0.0038461496 0.2
-0.0038460496 0.133333
-0.0038459496 0.133333
-0.0038458496 0.133333
-0.0038457496 0.133333
-0.0038456496 0.133333
-0.0038455496 0.2
-0.0038454496 0.2
-0.0038453496 0.133333
-0.0038452496 0.133333
-0.0038451496 0.133333
-0.0038450496 0.2
-0.0038449496 0.2
-0.0038448496 0.133333
-0.0038447496 0.2
-0.0038446496 0.133333
-0.0038445496 0.2
-0.0038444496 0.133333
-0.0038443496 0.133333
-0.0038442496 0.133333
-0.0038441496 0.133333
-0.0038440496 0.133333
-0.0038439496 0.133333
-0.0038438496 0.2
-0.0038437496 0.133333
-0.0038436496 0.133333
-0.0038435496 0.133333
-0.0038434496 0.2
-0.0038433496 0.133333
-0.0038432496 0.133333
-0.0038431496 0.133333
-0.0038430496 0.133333
-0.0038429496 0.133333
-0.0038428496 0.133333
-0.0038427496 0.133333
-0.0038426496 0.2
-0.0038425496 0.133333
-0.0038424496 0.133333
-0.0038423496 0.2
-0.0038422496 0.2
-0.0038421496 0.133333
-0.0038420496 0.133333
-0.0038419496 0.133333
-0.0038418496 0.133333
-0.0038417496 0.2
-0.0038416496 0.133333
-0.0038415496 0.2
-0.0038414496 0.133333
-0.0038413496 0.2
-0.0038412496 0.133333
-0.0038411496 0.133333
-0.0038410496 0.2
-0.0038409496 0.133333
-0.0038408496 0.2
-0.0038407496 0.133333
-0.0038406496 0.133333
-0.0038405496 0.133333
-0.0038404496 0.2
-0.0038403496 0.133333
-0.0038402496 0.2
-0.0038401496 0.133333
-0.0038400496 0.2
-0.0038399496 0.2
-0.0038398496 0.133333
-0.0038397496 0.133333
-0.0038396496 0.133333
-0.0038395496 0.133333
-0.0038394496 0.133333
-0.0038393496 0.133333
-0.0038392496 0.133333
-0.0038391496 0.133333
-0.0038390496 0.133333
-0.0038389496 0.2
-0.0038388496 0.133333
-0.0038387496 0.133333
-0.0038386496 0.2
-0.0038385496 0.2
-0.0038384496 0.133333
-0.0038383496 0.133333
-0.0038382496 0.133333
-0.0038381496 0.133333
-0.0038380496 0.2
-0.0038379496 0.133333
-0.0038378496 0.133333
-0.0038377496 0.2
-0.0038376496 0.2
-0.0038375496 0.2
-0.0038374496 0.2
-0.0038373496 0.133333
-0.0038372496 0.133333
